date,part_name,supplier_name,historical_demand,inventory_level,raw_material_cost,machine_utilization,supplier_rating,lead_time,temperature,pressure,labor_hours,energy_cost,maintenance_cost,production_cost,market_price,safety_score,quality_score,procurement_source,safety_risk,decision
2022-09-02,Motor Shaft,Supplier_D,232,1345,2419.82,79.03,2.71,38,76.75,4.27,16.58,413.5,618.97,10884.42,11170.65,44,61.84,External,High,Procure
2022-09-03,Steel Frame,Supplier_E,296,2820,1326.32,80.39,4.56,29,54.67,7.59,3.09,904.28,229.77,6181.08,6805.81,67,60.98,External,Medium,Procure
2022-09-04,Hydraulic Pump,Supplier_C,206,377,456.77,50.74,1.08,11,60.66,4.98,6.49,788.64,554.54,3954.38,4006.11,77,71.11,External,Medium,Manufacture
2022-09-05,Industrial Sensor,Supplier_E,242,3156,1254.79,69.56,2.66,4,77.88,8.76,8.77,743.37,618.52,7117.95,6634.61,31,51.01,External,High,Procure
2022-09-06,Gear Assembly,Supplier_C,347,4764,1803.08,62.02,2.07,10,41.88,6.63,5.3,817.87,639.35,8051.01,7274.87,63,69.58,External,Medium,Procure
2022-09-07,Industrial Sensor,Supplier_B,347,3022,2494.36,68.26,1.79,34,23.51,11.11,11.82,952.26,822.88,10462.82,10960.81,38,57.69,External,High,Procure
2022-09-08,Gear Assembly,Supplier_A,329,2613,944.98,88.05,4.35,4,53.78,2.0,10.6,923.18,855.66,7073.72,7124.78,75,70.89,External,Medium,Manufacture
2022-09-09,Gear Assembly,Supplier_B,266,938,1382.4,67.64,3.79,10,83.96,8.56,7.7,215.94,738.67,7049.88,6370.12,34,56.99,External,High,Procure
2022-09-10,Bearing Unit,Supplier_E,306,2901,2223.27,43.77,1.45,33,75.33,8.4,11.3,499.34,796.94,8952.66,9143.65,48,66.92,External,High,Procure
2022-09-11,Steel Frame,Supplier_E,307,129,1017.11,94.33,2.98,18,45.66,11.46,8.4,390.36,66.43,5592.89,5582.02,44,51.22,External,High,Procure
2022-09-12,Control Valve,Supplier_C,255,1357,451.3,72.69,2.87,12,24.53,5.09,8.18,692.06,358.27,4576.64,5371.28,94,72.33,External,Low,Manufacture
2022-09-13,Steel Frame,Supplier_C,374,464,2382.55,95.47,1.57,23,64.58,4.36,6.78,167.56,83.76,8902.66,8500.08,71,58.6,External,Medium,Procure
2022-09-14,Compressor Unit,Supplier_C,345,1900,1323.41,74.34,4.2,25,78.41,2.9,11.73,938.71,241.12,7305.13,7491.52,45,71.32,External,High,Procure
2022-09-15,Control Valve,Supplier_E,295,1004,1356.4,44.18,2.47,37,66.55,3.92,9.99,217.18,374.47,6199.71,6792.86,70,74.66,External,Medium,Manufacture
2022-09-16,Control Valve,Supplier_A,305,4893,1628.76,73.17,4.05,4,49.76,6.52,5.53,398.54,787.44,7191.64,7422.38,66,63.04,External,Medium,Procure
2022-09-17,Cooling Fan,Supplier_D,313,2278,208.13,74.54,1.77,13,28.63,10.21,2.23,961.02,484.99,3913.86,3835.33,54,63.68,External,High,Procure
2022-09-18,Motor Shaft,Supplier_D,211,2950,2341.6,52.86,2.26,18,83.75,4.13,4.72,156.72,601.53,8124.99,7956.32,45,70.64,External,High,Procure
2022-09-19,Hydraulic Pump,Supplier_D,291,2936,1031.34,68.26,1.38,29,39.32,2.74,2.77,826.22,358.39,5028.56,4872.52,89,74.07,External,Low,Procure
2022-09-20,Gear Assembly,Supplier_D,271,4546,1112.94,67.57,1.57,30,35.7,3.99,9.77,1116.93,562.48,7462.3,7208.68,97,67.49,External,Low,Procure
2022-09-21,Bearing Unit,Supplier_B,256,279,600.45,77.37,4.53,38,77.12,2.11,6.05,779.4,743.21,4834.67,4484.33,45,69.07,External,High,Procure
2022-09-22,Hydraulic Pump,Supplier_A,289,3973,1069.75,55.58,1.44,28,88.69,11.19,9.57,883.92,306.06,6372.85,6941.33,30,52.38,External,High,Procure
2022-09-23,Compressor Unit,Supplier_D,382,4060,2049.07,74.9,1.38,7,66.21,10.6,7.93,971.49,842.42,9337.79,9862.17,34,59.31,External,High,Procure
2022-09-24,Industrial Sensor,Supplier_A,330,1286,2039.98,54.46,4.76,24,63.74,4.39,11.68,344.47,231.32,8172.74,8536.69,66,71.97,External,Medium,Procure
2022-09-25,Brake Plate,Supplier_A,275,4059,2352.33,66.79,3.58,10,42.36,3.72,15.03,739.06,831.41,10329.08,10439.87,97,69.39,External,Low,Manufacture
2022-09-26,Bearing Unit,Supplier_D,326,873,1127.43,47.36,1.4,37,21.43,10.96,10.63,439.96,74.05,5409.63,5503.58,35,68.14,External,High,Procure
2022-09-27,Gear Assembly,Supplier_B,363,4705,1830.06,42.24,4.89,27,33.43,1.02,3.12,374.44,511.34,6918.96,6136.51,96,81.63,External,Low,Procure
2022-09-28,Steel Frame,Supplier_C,342,4560,1366.65,59.24,1.59,21,60.91,7.61,2.32,311.7,887.4,5746.27,6094.53,71,63.51,External,Medium,Manufacture
2022-09-29,Cooling Fan,Supplier_C,303,452,2049.25,56.47,4.07,36,30.59,11.08,5.84,743.97,568.31,8114.74,8121.09,41,61.71,External,High,Procure
2022-09-30,Bearing Unit,Supplier_B,271,4607,1838.85,64.42,1.14,29,81.87,6.59,9.65,973.99,521.63,8856.1,8257.62,30,59.12,External,High,Procure
2022-10-01,Bearing Unit,Supplier_E,332,4930,1046.18,97.72,3.5,7,33.17,1.03,2.81,1063.48,630.1,6424.8,6949.0,61,67.77,External,Medium,Procure
2022-10-02,Steel Frame,Supplier_D,319,3128,974.35,71.33,3.19,13,56.55,3.41,7.9,571.44,295.91,5686.45,5605.61,77,72.17,External,Medium,Procure
2022-10-03,Hydraulic Pump,Supplier_E,342,217,780.62,73.19,1.83,23,55.84,11.15,17.97,510.19,95.83,6210.9,6585.75,43,55.23,External,High,Procure
2022-10-04,Hydraulic Pump,Supplier_A,330,581,1525.99,96.5,3.57,25,62.28,1.19,3.62,856.04,263.4,7037.71,7257.31,69,67.51,External,Medium,Procure
2022-10-05,Bearing Unit,Supplier_C,349,4387,2416.84,95.27,3.47,13,42.92,5.34,19.07,958.4,199.81,11521.19,11068.16,73,60.3,External,Medium,Procure
2022-10-06,Industrial Sensor,Supplier_E,278,2737,660.15,93.05,4.19,37,81.15,9.69,17.42,378.65,835.03,6793.45,7166.64,32,53.33,External,High,Procure
2022-10-07,Motor Shaft,Supplier_A,362,206,419.08,45.88,4.5,30,51.1,10.22,16.97,427.02,774.42,4962.78,4628.86,54,60.23,External,High,Procure
2022-10-08,Gear Assembly,Supplier_A,312,4577,474.62,78.06,3.04,26,69.01,6.25,17.55,686.73,320.06,6050.34,5218.24,72,58.88,External,Medium,Procure
2022-10-09,Bearing Unit,Supplier_B,397,4978,2001.13,88.49,2.96,12,64.51,3.56,3.44,588.82,760.66,8578.47,8949.99,78,63.38,External,Medium,Manufacture
2022-10-10,Cooling Fan,Supplier_A,274,343,1005.24,90.13,3.49,1,28.2,7.6,4.72,876.37,229.99,5967.57,6067.77,64,63.13,External,Medium,Procure
2022-10-11,Gear Assembly,Supplier_E,383,2732,716.04,74.67,3.92,18,63.58,3.9,4.42,654.93,219.64,4595.32,4651.49,78,67.04,External,Medium,Manufacture
2022-10-12,Steel Frame,Supplier_A,315,4663,1011.54,41.05,2.42,21,58.55,3.81,4.0,222.76,702.41,4315.21,4693.36,64,82.01,External,Medium,Procure
2022-10-13,Bearing Unit,Supplier_D,278,965,1684.26,98.42,3.02,24,82.9,9.88,7.9,282.55,327.89,7691.51,7118.13,42,51.53,External,High,Procure
2022-10-14,Gear Assembly,Supplier_B,286,3081,1457.61,68.33,3.34,17,81.66,2.7,16.94,1092.1,105.07,7574.12,7098.21,44,63.74,External,High,Procure
2022-10-15,Hydraulic Pump,Supplier_D,294,1661,1910.26,63.62,4.95,9,30.57,1.06,6.54,350.14,661.99,8066.4,7510.21,85,80.94,External,Low,Procure
2022-10-16,Compressor Unit,Supplier_E,329,703,979.87,63.7,3.35,28,25.72,4.7,6.4,155.09,891.16,5191.46,4955.39,91,77.18,External,Low,Procure
2022-10-17,Industrial Sensor,Supplier_A,334,3162,1239.67,65.45,1.9,15,40.62,6.4,14.17,904.6,531.08,7706.09,7872.93,75,68.61,External,Medium,Manufacture
2022-10-18,Hydraulic Pump,Supplier_E,286,4118,434.53,54.53,3.35,13,89.06,8.76,3.74,852.41,274.12,3331.58,4350.76,54,54.66,External,High,Procure
2022-10-19,Control Valve,Supplier_A,312,2115,368.03,59.64,4.28,28,21.51,9.59,8.49,760.08,366.97,3869.93,3748.63,47,67.74,External,High,Procure
2022-10-20,Compressor Unit,Supplier_A,410,1758,1263.19,99.12,4.43,17,67.1,8.3,7.32,652.48,601.35,7050.1,7131.83,74,53.29,External,Medium,Manufacture
2022-10-21,Cooling Fan,Supplier_A,393,3480,893.67,62.09,4.2,9,62.6,7.89,17.25,1166.54,646.17,7917.85,7204.4,75,61.05,External,Medium,Procure
2022-10-22,Bearing Unit,Supplier_B,336,3867,1609.44,71.6,4.55,21,65.26,8.32,11.26,231.82,803.38,7711.13,7436.61,73,59.52,External,Medium,Procure
2022-10-23,Bearing Unit,Supplier_E,319,3870,298.9,90.9,2.34,30,35.28,3.99,13.64,661.18,822.51,6188.42,5160.02,75,68.81,External,Medium,Procure
2022-10-24,Industrial Sensor,Supplier_B,325,1713,480.06,71.65,3.03,11,35.87,5.21,4.32,720.45,782.09,4793.14,5932.63,82,66.75,External,Low,Manufacture
2022-10-25,Gear Assembly,Supplier_A,348,1979,2189.94,59.47,4.12,30,50.14,7.78,18.72,124.74,601.22,9558.84,8612.94,61,60.27,External,Medium,Procure
2022-10-26,Control Valve,Supplier_B,276,4208,1502.52,71.43,2.06,36,26.71,1.72,7.8,553.19,432.37,7158.35,6899.56,89,84.83,External,Low,Procure
2022-10-27,Brake Plate,Supplier_B,312,2446,1837.73,46.85,2.49,25,25.22,4.25,14.72,961.08,627.41,8986.49,8914.64,93,76.31,External,Low,Procure
2022-10-28,Cooling Fan,Supplier_C,250,1199,2136.54,47.8,4.32,7,26.19,5.47,19.18,618.21,616.58,9966.9,10851.14,96,74.9,External,Low,Manufacture
2022-10-29,Cooling Fan,Supplier_B,345,1174,1266.82,81.65,4.08,20,60.11,6.87,11.16,1062.81,235.29,7834.92,7946.84,76,61.88,External,Medium,Manufacture
2022-10-30,Hydraulic Pump,Supplier_E,357,886,1950.44,95.05,4.88,35,47.84,6.35,11.14,809.28,481.42,9430.57,8728.24,77,62.5,External,Medium,Procure
2022-10-31,Steel Frame,Supplier_D,308,248,1406.55,83.54,4.98,10,40.55,8.9,4.11,942.69,226.98,7034.11,6883.19,62,58.42,External,Medium,Procure
2022-11-01,Steel Frame,Supplier_E,403,1854,712.32,44.48,1.96,35,42.11,6.21,9.02,984.93,814.26,6139.23,6169.71,74,72.52,External,Medium,Manufacture
2022-11-02,Motor Shaft,Supplier_E,278,2269,976.61,64.17,4.6,1,34.51,10.95,17.34,858.45,324.76,6518.27,6195.52,41,61.61,InHouse,High,Procure
2022-11-03,Gear Assembly,Supplier_D,269,3856,1327.81,40.15,1.38,14,48.81,5.18,4.43,924.32,734.61,6278.32,5907.17,95,72.59,External,Low,Procure
2022-11-04,Industrial Sensor,Supplier_B,347,1279,928.84,70.67,3.84,5,34.21,6.78,18.52,864.84,370.64,7433.72,7026.22,65,64.48,External,Medium,Procure
2022-11-05,Steel Frame,Supplier_D,386,3409,971.71,51.59,1.88,38,68.86,1.04,14.01,705.51,699.18,6131.14,5738.04,73,75.38,External,Medium,Procure
2022-11-06,Cooling Fan,Supplier_D,417,2523,976.0,92.09,2.2,34,28.68,4.42,9.58,723.19,237.78,6101.18,5635.57,77,74.6,External,Medium,Procure
2022-11-07,Compressor Unit,Supplier_E,323,4277,482.53,46.26,4.79,24,86.38,10.53,11.84,308.87,699.18,4278.26,3830.14,49,58.41,External,High,Procure
2022-11-08,Control Valve,Supplier_E,394,4687,394.68,40.09,2.05,4,26.29,4.67,4.71,1010.18,202.6,3681.4,3509.19,82,76.21,External,Low,Procure
2022-11-09,Motor Shaft,Supplier_C,346,1024,306.94,67.07,3.69,27,86.04,3.79,5.91,443.35,467.19,3886.25,4252.99,46,66.78,External,High,Procure
2022-11-10,Steel Frame,Supplier_A,342,1703,455.2,49.33,1.71,5,78.33,6.98,7.16,689.31,146.58,3555.02,2910.31,49,64.33,External,High,Procure
2022-11-11,Brake Plate,Supplier_B,391,3152,990.53,84.28,1.37,13,67.65,1.87,8.93,374.5,498.71,6235.26,5821.02,65,71.66,External,Medium,Procure
2022-11-12,Industrial Sensor,Supplier_D,383,4318,1565.91,95.2,2.36,21,83.86,6.85,18.48,865.45,747.61,9454.88,9474.05,55,60.48,External,High,Procure
2022-11-13,Steel Frame,Supplier_E,285,4903,632.74,42.52,3.5,37,29.75,4.34,8.62,1172.69,692.21,5708.29,5960.9,86,76.9,External,Low,Manufacture
2022-11-14,Hydraulic Pump,Supplier_E,425,2477,2242.42,63.73,1.99,32,32.34,5.21,11.43,982.13,93.11,9480.89,10212.59,85,70.51,External,Low,Manufacture
2022-11-15,Compressor Unit,Supplier_B,423,3580,2059.28,99.81,2.2,38,37.65,9.71,4.92,781.01,468.35,9204.56,9548.05,41,55.03,External,High,Procure
2022-11-16,Steel Frame,Supplier_C,335,3282,1397.21,83.96,3.83,31,37.14,8.28,15.25,724.26,774.39,8977.56,9045.62,76,59.77,External,Medium,Manufacture
2022-11-17,Compressor Unit,Supplier_E,383,2917,1865.68,97.19,1.41,32,41.76,5.91,12.09,638.75,602.59,9507.8,9483.66,65,60.29,External,Medium,Procure
2022-11-18,Steel Frame,Supplier_D,390,3260,1042.56,49.84,2.79,15,60.29,7.35,9.92,325.47,100.32,5048.47,4976.6,74,69.69,External,Medium,Procure
2022-11-19,Motor Shaft,Supplier_B,382,4905,284.59,53.28,4.77,30,21.97,9.44,19.05,482.81,326.79,4909.8,4317.46,34,63.91,External,High,Procure
2022-11-20,Hydraulic Pump,Supplier_D,348,4989,2279.97,49.29,2.59,7,46.76,9.2,18.03,547.03,523.1,9526.06,9713.06,54,63.56,External,High,Procure
2022-11-21,Steel Frame,Supplier_A,345,811,493.93,58.14,2.74,38,37.25,3.04,13.87,1139.03,196.75,5066.78,4838.45,94,81.92,External,Low,Procure
2022-11-22,Bearing Unit,Supplier_E,377,2686,2380.26,83.46,3.95,31,62.46,4.31,18.59,568.14,629.63,11227.17,11292.71,70,61.89,External,Medium,Manufacture
2022-11-23,Compressor Unit,Supplier_B,434,2748,1515.33,49.9,4.12,26,88.96,4.83,12.17,744.81,589.62,8083.27,7605.8,38,65.73,External,High,Procure
2022-11-24,Brake Plate,Supplier_E,408,1817,902.8,71.45,4.08,36,56.24,3.06,16.88,1114.67,222.08,7370.26,7313.46,63,71.44,External,Medium,Procure
2022-11-25,Motor Shaft,Supplier_A,369,4452,1339.71,56.15,4.99,26,49.8,1.13,9.37,670.27,517.84,6887.29,6413.07,82,77.5,External,Low,Procure
2022-11-26,Bearing Unit,Supplier_B,424,970,1353.75,89.75,1.29,2,45.78,2.91,3.56,376.59,739.96,6272.08,6528.12,72,68.38,External,Medium,Manufacture
2022-11-27,Brake Plate,Supplier_D,263,3674,253.56,40.4,4.93,9,74.95,9.89,19.89,519.11,368.6,4756.93,4617.46,35,54.46,InHouse,High,Procure
2022-11-28,Hydraulic Pump,Supplier_D,446,370,1017.56,53.39,4.8,5,25.04,7.01,4.98,513.09,259.94,4680.58,4757.8,60,72.41,External,Medium,Procure
2022-11-29,Control Valve,Supplier_A,319,1643,1901.69,76.31,4.41,27,87.18,4.76,6.53,886.19,646.04,8713.12,8482.97,39,64.22,External,High,Procure
2022-11-30,Steel Frame,Supplier_E,384,649,1373.16,45.8,2.82,12,49.25,7.69,4.94,425.73,110.18,5080.26,5413.13,64,66.24,External,Medium,Procure
2022-12-01,Bearing Unit,Supplier_B,352,4763,761.73,67.98,4.48,35,41.96,9.14,8.07,903.32,757.77,5942.42,6109.51,31,63.42,External,High,Procure
2022-12-02,Control Valve,Supplier_D,347,4114,970.75,66.17,1.88,29,88.18,4.9,7.21,1078.17,851.94,6390.38,5960.89,51,62.78,External,High,Procure
2022-12-03,Brake Plate,Supplier_D,461,4554,2185.03,91.15,4.17,16,85.51,6.13,12.82,469.68,870.07,10189.23,9719.85,48,61.24,External,High,Procure
2022-12-04,Motor Shaft,Supplier_E,391,1812,1408.76,77.52,1.74,19,64.94,1.71,19.94,248.88,417.66,7972.48,8396.08,75,64.44,External,Medium,Manufacture
2022-12-05,Steel Frame,Supplier_A,430,3340,1415.21,78.38,4.26,27,21.3,7.57,2.95,802.41,579.72,6372.2,5214.41,68,65.29,External,Medium,Procure
2022-12-06,Compressor Unit,Supplier_A,415,1462,2411.38,97.11,3.46,18,72.4,4.92,16.01,496.94,778.76,11474.71,12152.24,77,64.28,External,Medium,Manufacture
2022-12-07,Cooling Fan,Supplier_A,442,4993,938.03,98.94,1.39,13,43.49,5.77,4.3,687.38,239.91,5678.19,5303.59,76,63.91,External,Medium,Procure
2022-12-08,Brake Plate,Supplier_D,427,1384,1302.94,79.2,4.58,30,47.18,5.65,2.36,797.58,73.55,5865.84,6177.7,86,62.76,External,Low,Manufacture
2022-12-09,Steel Frame,Supplier_D,369,986,2066.94,71.32,3.31,26,31.11,7.96,13.49,548.52,376.88,9096.19,9272.06,76,62.49,External,Medium,Manufacture
2022-12-10,Steel Frame,Supplier_D,475,2358,1945.5,76.48,3.62,6,56.64,7.3,17.72,1117.16,801.72,10241.76,10048.34,79,58.83,External,Medium,Procure
2022-12-11,Brake Plate,Supplier_D,411,4482,811.34,62.95,2.13,3,72.12,5.64,5.17,539.58,479.31,4729.16,4868.85,60,68.35,External,Medium,Procure
2022-12-12,Motor Shaft,Supplier_D,366,1885,547.51,99.25,4.49,23,39.11,1.19,8.15,438.11,500.69,5701.89,5720.58,67,77.41,External,Medium,Procure
2022-12-13,Cooling Fan,Supplier_D,420,4938,1811.62,82.3,3.18,12,85.71,7.83,5.04,1074.24,637.75,8516.5,8887.59,49,53.34,External,High,Procure
2022-12-14,Hydraulic Pump,Supplier_C,510,3643,792.61,57.46,2.68,15,33.63,10.68,18.32,249.93,538.34,5986.19,5588.65,39,65.4,External,High,Procure
2022-12-15,Hydraulic Pump,Supplier_B,484,395,2322.15,43.47,3.14,1,24.64,9.47,6.87,236.63,96.31,7334.04,7656.24,52,70.52,External,High,Procure
2022-12-16,Industrial Sensor,Supplier_A,433,2153,497.27,42.68,3.81,8,65.11,11.8,10.0,1129.27,526.73,4799.12,3819.13,35,58.42,External,High,Procure
2022-12-17,Bearing Unit,Supplier_B,436,2697,932.12,52.29,3.78,31,79.45,2.53,18.11,329.87,600.77,6188.66,6470.05,38,70.59,External,High,Procure
2022-12-18,Steel Frame,Supplier_E,440,780,326.01,53.97,2.43,11,86.72,3.45,11.95,263.28,595.36,4060.78,4048.61,30,68.49,External,High,Procure
2022-12-19,Steel Frame,Supplier_A,552,4990,1817.6,64.9,2.54,17,73.7,6.93,18.79,688.69,669.09,9910.37,10134.37,69,64.61,External,Medium,Procure
2022-12-20,Control Valve,Supplier_A,478,4398,2249.9,52.89,3.25,27,33.98,3.59,18.68,151.47,491.93,9997.27,10286.29,91,75.13,External,Low,Manufacture
2022-12-21,Cooling Fan,Supplier_D,484,424,1662.51,77.85,4.7,31,88.44,1.38,10.31,782.02,815.05,8469.29,9184.82,40,70.91,External,High,Procure
2022-12-22,Steel Frame,Supplier_D,514,2391,2356.83,52.68,3.98,27,84.36,5.43,12.48,598.22,444.62,9279.87,9327.33,34,64.07,External,High,Procure
2022-12-23,Cooling Fan,Supplier_E,482,4522,495.56,51.27,2.56,14,31.42,4.16,6.15,804.45,490.46,4470.58,4022.06,98,75.3,External,Low,Procure
2022-12-24,Motor Shaft,Supplier_B,463,1086,401.79,68.27,2.35,23,59.12,3.9,19.83,412.33,713.26,6210.65,7102.8,69,69.87,External,Medium,Procure
2022-12-25,Bearing Unit,Supplier_B,469,3218,2128.35,93.32,3.09,5,58.89,11.48,7.01,1096.02,758.25,9801.24,9967.57,47,45.35,External,High,Procure
2022-12-26,Cooling Fan,Supplier_B,478,860,2167.68,68.1,4.48,30,50.98,3.62,16.1,397.64,601.11,10318.19,10736.44,88,70.54,External,Low,Manufacture
2022-12-27,Bearing Unit,Supplier_E,482,3793,2111.39,64.83,1.03,34,88.9,2.42,7.63,801.32,157.42,8287.28,8080.75,58,71.56,External,High,Procure
2022-12-28,Industrial Sensor,Supplier_C,520,1136,2037.62,74.69,3.84,19,24.17,2.38,7.63,1139.6,332.16,8867.98,8656.85,82,74.13,External,Low,Procure
2022-12-29,Steel Frame,Supplier_B,493,1006,1033.13,55.43,2.18,31,63.9,9.87,3.87,540.89,67.13,4716.6,4772.79,33,62.05,External,High,Procure
2022-12-30,Control Valve,Supplier_A,527,464,700.16,61.21,1.83,16,34.37,8.86,12.08,277.57,301.13,4901.74,5170.65,65,62.41,External,Medium,Procure
2022-12-31,Control Valve,Supplier_A,494,3513,2336.25,52.83,1.05,27,56.91,2.42,6.41,175.22,534.71,8031.42,8168.09,61,80.76,External,Medium,Procure
2023-01-01,Industrial Sensor,Supplier_D,504,1169,906.1,74.31,4.59,26,74.58,3.42,4.67,1159.32,734.45,6437.49,5939.48,64,78.15,External,Medium,Procure
2023-01-02,Brake Plate,Supplier_D,414,4469,1116.34,81.84,4.65,39,37.27,9.22,6.08,940.07,547.8,6559.24,7319.31,49,55.05,External,High,Procure
2023-01-03,Steel Frame,Supplier_B,548,2355,1808.99,80.42,1.25,29,47.54,4.02,6.52,1110.85,83.91,8754.09,8157.43,72,65.69,External,Medium,Procure
2023-01-04,Steel Frame,Supplier_B,526,3786,874.72,55.29,3.09,39,86.55,11.8,11.07,868.72,270.24,5991.76,6156.35,30,54.8,External,High,Procure
2023-01-05,Brake Plate,Supplier_D,558,4319,2084.0,86.78,1.61,29,73.3,6.95,8.95,476.69,541.35,9134.86,9147.25,73,57.91,External,Medium,Manufacture
2023-01-06,Hydraulic Pump,Supplier_A,386,3181,361.08,55.36,4.03,31,60.09,3.11,3.36,235.32,652.69,3881.11,5144.74,79,71.27,External,Medium,Manufacture
2023-01-07,Brake Plate,Supplier_E,614,3358,2019.72,49.02,3.66,2,35.54,10.45,11.65,1122.24,786.49,9551.91,9334.79,40,61.67,External,High,Procure
2023-01-08,Brake Plate,Supplier_E,517,2207,1584.26,60.99,2.19,6,49.77,4.51,16.18,638.58,872.5,8838.37,8225.31,81,70.22,External,Low,Procure
2023-01-09,Cooling Fan,Supplier_E,576,3033,1517.89,75.86,1.47,9,74.18,4.18,12.34,536.16,808.02,7936.75,8261.9,74,64.26,External,Medium,Manufacture
2023-01-10,Gear Assembly,Supplier_B,483,2929,1254.27,48.52,4.32,15,77.44,4.6,19.54,735.57,447.23,7562.03,7310.89,36,68.13,External,High,Procure
2023-01-11,Industrial Sensor,Supplier_E,561,541,837.2,78.89,3.7,20,37.12,9.45,3.78,217.22,684.89,5325.42,5857.36,52,57.52,External,High,Procure
2023-01-12,Motor Shaft,Supplier_C,489,1659,1267.36,91.78,1.03,2,66.34,2.91,16.78,440.12,254.45,7955.45,8393.39,64,60.13,External,Medium,Procure
2023-01-13,Cooling Fan,Supplier_B,511,1841,1235.07,57.59,3.51,3,26.65,5.2,11.1,801.66,104.26,6296.83,6649.98,91,74.03,External,Low,Manufacture
2023-01-14,Bearing Unit,Supplier_C,629,725,1542.63,67.01,4.24,30,21.62,1.34,11.39,210.14,96.81,7571.49,7183.0,96,82.48,External,Low,Procure
2023-01-15,Compressor Unit,Supplier_B,537,3963,847.62,53.7,3.36,8,58.41,10.09,11.34,248.77,255.11,4996.42,5428.83,45,60.6,External,High,Procure
2023-01-16,Bearing Unit,Supplier_B,559,1790,378.47,61.68,2.7,21,35.71,4.75,7.86,661.65,81.91,4218.02,5370.69,96,75.36,External,Low,Manufacture
2023-01-17,Motor Shaft,Supplier_E,591,2881,533.71,41.32,3.34,39,25.52,3.73,7.84,785.8,772.73,4738.46,4548.6,86,81.21,External,Low,Procure
2023-01-18,Gear Assembly,Supplier_B,578,190,1808.11,97.23,3.48,13,71.09,7.38,13.37,305.7,466.43,8978.2,8879.98,60,54.37,External,Medium,Procure
2023-01-19,Steel Frame,Supplier_C,565,3106,251.73,64.95,3.56,37,54.86,8.75,2.81,136.39,739.27,3039.29,2968.79,61,61.4,External,Medium,Procure
2023-01-20,Bearing Unit,Supplier_A,578,4402,2169.82,87.33,4.87,32,75.74,9.94,12.6,1154.2,848.91,10746.97,10595.41,49,50.35,External,High,Procure
2023-01-21,Hydraulic Pump,Supplier_C,673,1188,1797.11,48.56,1.71,14,66.48,4.83,15.04,130.24,894.82,7829.15,7897.76,64,68.39,External,Medium,Procure
2023-01-22,Control Valve,Supplier_D,565,4711,1966.6,88.74,3.49,1,71.09,9.94,8.41,102.26,846.59,8980.57,8990.74,56,45.9,External,High,Procure
2023-01-23,Steel Frame,Supplier_B,580,1280,2122.76,91.61,1.75,27,41.52,6.11,5.91,455.67,659.07,9188.65,9159.56,60,64.66,External,Medium,Procure
2023-01-24,Control Valve,Supplier_C,621,2001,482.23,82.93,1.84,24,38.43,2.11,5.84,344.7,425.68,4894.3,4450.42,72,71.98,External,Medium,Procure
2023-01-25,Hydraulic Pump,Supplier_E,626,4590,2091.64,94.19,3.68,22,62.06,10.31,3.47,730.94,558.29,8841.53,9436.69,30,46.27,External,High,Procure
2023-01-26,Cooling Fan,Supplier_D,633,286,1360.68,50.03,4.66,14,34.01,7.02,3.61,1083.63,744.02,6364.91,6552.34,78,71.79,External,Medium,Manufacture
2023-01-27,Motor Shaft,Supplier_A,611,1697,2236.7,68.59,1.64,8,77.08,7.63,5.0,629.22,812.92,9454.64,9939.57,30,51.78,External,High,Procure
2023-01-28,Gear Assembly,Supplier_C,534,3508,2239.15,77.21,4.85,27,56.6,11.31,2.35,950.63,863.0,9158.55,9457.34,32,53.27,External,High,Procure
2023-01-29,Control Valve,Supplier_C,662,3847,255.61,75.77,2.28,3,35.89,7.15,6.79,1100.15,671.01,3666.04,2337.39,64,67.42,External,Medium,Procure
2023-01-30,Bearing Unit,Supplier_C,540,2770,1080.59,91.66,2.57,33,63.76,1.06,7.52,308.34,508.96,6404.84,6856.96,78,72.35,External,Medium,Manufacture
2023-01-31,Gear Assembly,Supplier_D,608,4925,1410.72,52.94,1.61,21,86.15,10.58,19.91,637.14,873.12,8766.14,9171.72,41,50.07,External,High,Procure
2023-02-01,Gear Assembly,Supplier_E,563,339,1760.23,50.54,3.46,32,25.75,4.13,19.85,806.28,864.83,9830.43,9950.55,87,76.9,External,Low,Manufacture
2023-02-02,Compressor Unit,Supplier_D,597,2680,858.23,55.2,3.39,32,27.65,6.52,5.37,465.07,455.92,4544.53,5629.73,64,71.72,External,Medium,Procure
2023-02-03,Cooling Fan,Supplier_E,617,4336,779.93,93.49,2.77,24,79.07,3.25,5.83,913.73,601.36,6187.4,6709.97,44,62.04,External,High,Procure
2023-02-04,Brake Plate,Supplier_E,620,238,1076.91,96.46,2.9,11,27.67,4.27,10.85,875.85,737.88,7711.2,8215.29,70,73.1,External,Medium,Manufacture
2023-02-05,Compressor Unit,Supplier_A,627,2606,1352.16,74.18,3.49,37,22.76,8.55,4.68,563.2,418.12,6592.11,5742.41,74,69.11,External,Medium,Procure
2023-02-06,Gear Assembly,Supplier_B,683,4265,2387.64,70.08,3.33,21,44.36,5.73,11.07,196.75,754.97,9471.01,10142.98,84,67.58,External,Low,Manufacture
2023-02-07,Control Valve,Supplier_B,634,4580,1952.85,76.32,2.5,18,52.67,7.9,9.19,112.73,144.74,7875.39,8214.16,65,64.32,External,Medium,Procure
